resolution,repeat_id,warmup,precision,recall,map50,map50_95,preprocess_ms_img,inference_ms_img,postprocess_ms_img,total_ms_img,wall_time_s,peak_allocated_mib,peak_reserved_mib,split,batch,workers,conf,iou,max_det,half
1280,16,False,0.9532930321552383,0.9573188326293145,0.9854523104214478,0.7824133969896157,1.1182222119684702,6.953318962474275,1.5968294126389464,9.668370587081691,5.116581100039184,97.35693359375,142.0,val,2,0,0.001,0.7,1000,True
1280,17,False,0.9532930321552383,0.9573188326293145,0.9854523104214478,0.7824133969896157,1.1090169907273615,6.2452614493059375,1.4958712500611355,8.850149690094435,4.925406200112775,97.35693359375,142.0,val,2,0,0.001,0.7,1000,True
1280,18,False,0.9532930321552383,0.9573188326293145,0.9854523104214478,0.7824133969896157,1.2841653626631289,6.658064715832082,1.6020437933845457,9.544273871879756,5.269705900223926,97.35693359375,142.0,val,2,0,0.001,0.7,1000,True
1280,19,False,0.9532930321552383,0.9573188326293145,0.9854523104214478,0.7824133969896157,1.1428705830540922,6.475790852705151,1.5215934725977431,9.140254908356987,4.962712100008503,97.35693359375,142.0,val,2,0,0.001,0.7,1000,True
1280,20,False,0.9532930321552383,0.9573188326293145,0.9854523104214478,0.7824133969896157,1.300457518036459,7.0703980235955095,1.6345568518671725,10.00541239349914,5.129848600132391,97.35693359375,142.0,val,2,0,0.001,0.7,1000,True
1280,21,False,0.9532930321552383,0.9573188326293145,0.9854523104214478,0.7824133969896157,1.1381359490888572,6.433185616057682,1.524546398215142,9.095867963361682,5.2163390999194235,97.35693359375,142.0,val,2,0,0.001,0.7,1000,True
1280,22,False,0.9532930321552383,0.9573188326293145,0.9854523104214478,0.7824133969896157,1.0435718896926618,6.223894115476535,1.5063130759384509,8.773779081107648,4.947384600061923,97.35693359375,142.0,val,2,0,0.001,0.7,1000,True
1280,23,False,0.9532930321552383,0.9573188326293145,0.9854523104214478,0.7824133969896157,1.111943789094297,6.875877128609645,1.539501965691159,9.527322883395101,5.071478700032458,97.35693359375,142.0,val,2,0,0.001,0.7,1000,True
1280,24,False,0.9532930321552383,0.9573188326293145,0.9854523104214478,0.7824133969896157,1.1685686429439028,7.139534640789422,1.460505876191009,9.768609159924333,5.00962319993414,97.35693359375,142.0,val,2,0,0.001,0.7,1000,True
1280,25,False,0.9532930321552383,0.9573188326293145,0.9854523104214478,0.7824133969896157,1.0556189519858439,5.9941111108154255,1.4929980346993879,8.542728097500657,4.806115499930456,97.35693359375,142.0,val,2,0,0.001,0.7,1000,True
1280,26,False,0.9532930321552383,0.9573188326293145,0.9854523104214478,0.7824133969896157,1.1567719055497958,6.355652940197805,1.561541822465027,9.073966668212629,5.020267799962312,97.35693359375,142.0,val,2,0,0.001,0.7,1000,True
1280,27,False,0.9532930321552383,0.9573188326293145,0.9854523104214478,0.7824133969896157,1.1893320262578189,6.2024078432324465,1.5044065368867,8.896146406376966,4.997181799961254,97.35693359375,142.0,val,2,0,0.001,0.7,1000,True
1280,28,False,0.9532930321552383,0.9573188326293145,0.9854523104214478,0.7824133969896157,1.1548098067150396,6.538912413483546,1.5516222281125829,9.245344448311169,5.042032899800688,97.35693359375,142.0,val,2,0,0.001,0.7,1000,True
1280,29,False,0.9532930321552383,0.9573188326293145,0.9854523104214478,0.7824133969896157,1.1467849759664996,6.536344445182705,1.5585130762333184,9.241642497382523,5.001768999965861,97.35693359375,142.0,val,2,0,0.001,0.7,1000,True
1280,30,False,0.9532930321552383,0.9573188326293145,0.9854523104214478,0.7824133969896157,1.330137899559405,6.829269283627665,1.5754764701781516,9.734883653365223,5.209913699887693,97.35693359375,142.0,val,2,0,0.001,0.7,1000,True
1280,31,False,0.9532930321552383,0.9573188326293145,0.9854523104214478,0.7824133969896157,0.9949771182161141,5.626416346666957,1.4779516465328877,8.099345111415959,4.802709799958393,97.35693359375,142.0,val,2,0,0.001,0.7,1000,True
1280,32,False,0.9532930321552383,0.9573188326293145,0.9854523104214478,0.7824133969896157,1.1053973857581227,6.058131373530022,1.525874508337842,8.689403267625988,4.917729200096801,97.35693359375,142.0,val,2,0,0.001,0.7,1000,True
1280,33,False,0.9532930321552383,0.9573188326293145,0.9854523104214478,0.7824133969896157,1.1042313744600107,6.706213727715164,1.5187607910727559,9.32920589324793,5.183983100112528,97.35693359375,142.0,val,2,0,0.001,0.7,1000,True
1280,34,False,0.9532930321552383,0.9573188326293145,0.9854523104214478,0.7824133969896157,1.302737254174609,7.533822870612436,1.624065364583158,10.460625489370203,5.279195399954915,97.35693359375,142.0,val,2,0,0.001,0.7,1000,True
